"participant_id","group","lon","lat","income_bracket"
4243,"control",-58.4723379803937,-34.6772920998199,2
4244,"treatment",-58.4246245801341,-34.6232738869829,5
4245,"treatment",-58.5242466898338,-34.6239841008617,4
4246,"control",-58.4043066718343,-34.5870095261467,9
4247,"control",-58.4354165550112,-34.6472039240515,1
4248,"control",-58.4052125952358,-34.5792563751265,10
4249,"treatment",-58.471470292728,-34.6422083343849,2
4250,"treatment",-58.4865277271691,-34.6000770575,7
4251,"treatment",-58.433120017505,-34.5869867843489,7
4252,"control",-58.4431077479533,-34.6315455293542,6
4253,"treatment",-58.3755920781939,-34.6021745245873,3
4254,"treatment",-58.4649226211616,-34.6759550394264,1
4255,"control",-58.4775222719637,-34.5538659749444,7
4256,"control",-58.4790415103679,-34.6133827389758,4
4257,"treatment",-58.4757499451635,-34.6302214911467,3
4258,"treatment",-58.3675906368233,-34.6283466491901,5
4259,"control",-58.5017370182115,-34.5931594605558,6
4260,"control",-58.4793844032234,-34.6081181908541,4
4261,"control",-58.4769563104221,-34.6071324828457,4
4262,"treatment",-58.3817580079699,-34.57785260467,1
4263,"control",-58.489462767154,-34.5671974677274,8
4264,"treatment",-58.4188109799391,-34.6196922589539,4
4265,"treatment",-58.4506811424503,-34.6336433989973,5
4266,"treatment",-58.4804592265907,-34.593839352688,8
4267,"control",-58.397217494256,-34.6000548446266,6
4268,"control",-58.4920025707135,-34.6804340663745,1
4269,"treatment",-58.4742838673127,-34.6386733650722,3
4270,"control",-58.4769659063065,-34.6004406654237,2
4271,"treatment",-58.4809639506866,-34.6644568740833,2
4272,"control",-58.4060067219188,-34.6012720593016,3
4273,"control",-58.3927280619385,-34.6195308914719,6
4274,"control",-58.4419704847003,-34.5969050913492,8
4275,"control",-58.4198815988791,-34.616567010229,7
4276,"control",-58.4729925388178,-34.5991948140423,1
4277,"control",-58.451461362194,-34.5813692813125,6
4278,"treatment",-58.4801599607676,-34.5908871941768,5
4279,"control",-58.4429727613114,-34.5553072677514,8
4280,"control",-58.4400427819852,-34.5711785672319,8
4281,"control",-58.4319768163332,-34.6602613956588,2
4282,"treatment",-58.4740518046646,-34.6069720042381,4
4283,"control",-58.5044218754734,-34.6449748933411,2
4284,"treatment",-58.4924681630725,-34.6136179612068,4
4285,"treatment",-58.4250542789535,-34.6231495588062,8
4286,"treatment",-58.5109548311031,-34.6034215285685,7
4287,"control",-58.4989161374472,-34.6432425901695,2
4288,"control",-58.4984750074802,-34.6427750599385,2
4289,"treatment",-58.5086639626792,-34.6659392745731,2
4290,"control",-58.5271358211879,-34.6268712105507,4
4291,"treatment",-58.4386610140005,-34.5940162746072,8
4292,"control",-58.4154655144897,-34.6197111867851,3
4293,"control",-58.4422985823205,-34.5741045243175,9
4294,"treatment",-58.4340091844372,-34.646329783524,1
4296,"treatment",-58.4657381294727,-34.6889761096355,2
4297,"control",-58.4715419578899,-34.5890760195948,4
4298,"treatment",-58.3755773763832,-34.62424324087,2
4299,"control",-58.5090671826926,-34.5771501354577,5
4300,"control",-58.4830935452071,-34.6743762189841,2
4301,"treatment",-58.4641019386214,-34.6127474462929,4
4303,"treatment",-58.4584435404945,-34.6046813705008,6
4304,"control",-58.4951509066835,-34.6438197180666,5
4305,"treatment",-58.4657606657051,-34.5524805726872,9
4306,"treatment",-58.3943407939495,-34.5885592792011,10
4307,"control",-58.4728279571706,-34.6472804412356,2
4308,"treatment",-58.5082232965042,-34.6353946233083,3
4309,"treatment",-58.423688527586,-34.6489400182247,1
4310,"control",-58.3811786698582,-34.6424949532091,1
4311,"control",-58.5081746261898,-34.5924977528195,4
4312,"control",-58.4305865966344,-34.6133876211148,7
4313,"treatment",-58.3599498972085,-34.634726726564,1
4314,"treatment",-58.4336856642603,-34.6098977753157,10
4315,"treatment",-58.4875992108082,-34.6426096645545,2
4316,"treatment",-58.3942401891188,-34.6463559059867,1
4317,"treatment",-58.4309503155066,-34.612832623039,7
4318,"control",-58.367334382265,-34.6270316842046,2
4319,"control",-58.4900205372699,-34.5852640465408,4
4320,"control",-58.4425386022307,-34.6115085709563,6
4321,"treatment",-58.5224870098245,-34.6261342866737,7
4322,"treatment",-58.4300221234652,-34.5930055353172,7
4323,"control",-58.4307520308211,-34.6130328687884,7
4324,"treatment",-58.4500237772756,-34.5515933557618,9
4325,"control",-58.4507819177167,-34.5620551493144,10
4326,"treatment",-58.3764587757918,-34.5792838944544,1
4327,"control",-58.47135143214,-34.6828565799719,2
4328,"control",-58.3822843499442,-34.6310885631419,1
4329,"treatment",-58.3826219770323,-34.6099049201221,4
4330,"treatment",-58.4767393394157,-34.6873732114845,2
4331,"control",-58.3684090488812,-34.6461762311137,2
4332,"control",-58.4215183317375,-34.5727132053611,10
4333,"treatment",-58.3978232250529,-34.6527303873768,1
4334,"treatment",-58.3957024277731,-34.5984469526873,9
4335,"control",-58.4494396165613,-34.6498789736561,1
4336,"treatment",-58.4728527596714,-34.6036225795446,3
4337,"treatment",-58.4777893195091,-34.6871114567087,2
4338,"control",-58.513377652639,-34.6129490635105,1
4339,"treatment",-58.4916129306131,-34.5948009743607,8
4340,"control",-58.5095194655401,-34.6260262311784,4
4341,"treatment",-58.4217131882465,-34.6603690146175,1
4342,"treatment",-58.4485901851745,-34.5476563693411,10
4343,"treatment",-58.3729225987064,-34.6373551341789,5
4344,"treatment",-58.5084218529156,-34.6333207786019,5
4345,"control",-58.3836105895358,-34.6544350880297,1
4346,"treatment",-58.4930484127561,-34.5646124372395,4
4347,"treatment",-58.4815958583048,-34.5994071867619,6
4348,"treatment",-58.413831520641,-34.647925253085,2
4349,"treatment",-58.4314361710876,-34.6285874976928,8
4350,"treatment",-58.4665791437783,-34.5412616457524,9
4351,"control",-58.4095733148456,-34.57816785176,10
4352,"treatment",-58.3710203291884,-34.6254944945176,8
4353,"control",-58.4285571565161,-34.6571196624313,1
4354,"control",-58.4975573916392,-34.6066602908376,6
4355,"treatment",-58.4725474040745,-34.6871853591072,2
4356,"treatment",-58.3979350059196,-34.6407779455171,1
4357,"treatment",-58.372388315121,-34.6014422798294,6
4358,"treatment",-58.4593130248979,-34.597862482111,2
4359,"control",-58.4657342260669,-34.6712688954279,1
4360,"control",-58.4582394012018,-34.5817341402598,8
4361,"treatment",-58.4379970649612,-34.6398895650959,3
4362,"treatment",-58.3704603031978,-34.6229257972236,6
4363,"control",-58.4271737826159,-34.6498404878077,1
4364,"treatment",-58.4963448924628,-34.6535697928554,3
4365,"treatment",-58.4069599477351,-34.644466021173,1
4366,"control",-58.4942156766971,-34.6651453249572,1
4367,"control",-58.4907805685555,-34.5628962542927,6
4368,"control",-58.4546791890375,-34.5987314756751,3
4369,"treatment",-58.4803961813713,-34.663696782683,2
4370,"control",-58.4391575370394,-34.6272808226847,9
4371,"treatment",-58.4561111351323,-34.5638715870588,9
4372,"treatment",-58.4802160083332,-34.6302016317631,4
4373,"treatment",-58.4650257169132,-34.599728421356,4
4374,"treatment",-58.4022071117919,-34.6010951163722,6
4375,"treatment",-58.4521461226425,-34.5833764136657,3
4376,"treatment",-58.4370135629589,-34.6586794597113,1
4377,"control",-58.3938316313834,-34.5999932970386,9
4378,"control",-58.4390696534824,-34.611891896486,10
4379,"control",-58.4468271818506,-34.6323394969861,8
4380,"treatment",-58.5256624835889,-34.6384890056751,2
4381,"treatment",-58.3996009681111,-34.5885902790562,10
4382,"control",-58.4325770213951,-34.5818923089555,9
4383,"treatment",-58.4403523019588,-34.6665738934198,1
4384,"treatment",-58.4192077003225,-34.575080724593,9
4385,"treatment",-58.413513603772,-34.6479619607779,2
4386,"control",-58.3936521736372,-34.592689880277,10
4387,"treatment",-58.4145240753402,-34.6242746133252,5
4388,"control",-58.4453577250237,-34.5612427511915,10
4389,"treatment",-58.4838240300055,-34.5703435949871,7
4390,"treatment",-58.3910381219348,-34.6527924728686,1
4391,"control",-58.4313511380237,-34.5923092758924,8
4392,"control",-58.4668538999754,-34.5665503246494,10
4393,"treatment",-58.4309666415325,-34.6202881275252,8
4394,"control",-58.514459158673,-34.6011499270955,8
4395,"control",-58.4780698734079,-34.5873107549798,3
4396,"control",-58.5071628813103,-34.5806296418322,5
4397,"control",-58.433006364254,-34.6564791023194,1
4398,"treatment",-58.5082383800795,-34.6601929413773,2
4399,"control",-58.4882630044609,-34.6277244736185,2
4400,"treatment",-58.469180654274,-34.641310427326,4
4401,"treatment",-58.4611597630933,-34.5394771686774,9
4402,"treatment",-58.4748694189617,-34.6169592267088,7
4403,"control",-58.4260116086692,-34.5719503858838,10
4404,"treatment",-58.3605289995516,-34.6332838771107,2
4405,"control",-58.4593038569286,-34.5513769818144,8
4406,"treatment",-58.4463096662921,-34.608775048787,7
4407,"control",-58.4831089422042,-34.582322951779,6
4408,"control",-58.4434683774737,-34.6231127631751,9
4409,"control",-58.4953906936744,-34.5956555004258,5
4410,"control",-58.4941449411659,-34.5815278070819,5
4411,"control",-58.4748170656801,-34.5861439312297,3
4412,"control",-58.3870226576024,-34.6152549062921,4
4413,"control",-58.4569364358887,-34.5728240282819,9
4414,"treatment",-58.4904332462191,-34.6060855898532,5
4415,"control",-58.3830204909429,-34.5896085186193,9
4416,"control",-58.4129499957433,-34.5956602168534,9
4417,"control",-58.4915044871469,-34.5901693815633,6
4418,"treatment",-58.4935880465041,-34.5525372021227,3
4419,"control",-58.4747580652475,-34.6118324057695,4
4420,"treatment",-58.4072212177647,-34.6524544127684,1
4421,"control",-58.4478165397844,-34.635753439663,5
4422,"treatment",-58.4491749548742,-34.575052459293,8
4423,"treatment",-58.5187751928399,-34.6357939632146,3
4424,"control",-58.4806191424265,-34.5793209529125,9
4425,"control",-58.4401833654739,-34.5962519999227,6
4426,"treatment",-58.4896105652036,-34.6762118174227,1
4427,"control",-58.4124981374399,-34.58342194671,10
4428,"treatment",-58.4793287590529,-34.6186396738117,6
4429,"control",-58.5110161976496,-34.5939726755132,6
4430,"treatment",-58.4868739076228,-34.6132211758952,3
4431,"treatment",-58.5002279640498,-34.5848621428107,3
4432,"treatment",-58.3875795168688,-34.6050870539949,7
4433,"control",-58.3869282513803,-34.5897714188124,10
4434,"treatment",-58.4339587917877,-34.6151680191311,6
4435,"control",-58.4866251077281,-34.5666628823615,7
4436,"treatment",-58.3976117363196,-34.6462850235133,1
4437,"treatment",-58.5137745586677,-34.6609455026244,2
4438,"control",-58.5041253016668,-34.6057923950199,5
4439,"control",-58.5069801768593,-34.607224140016,5
4440,"treatment",-58.4416912628242,-34.6107283316616,6
4441,"control",-58.4953068091952,-34.6734167251574,1
4442,"treatment",-58.5165418255606,-34.6001188942123,8
4443,"control",-58.4235801242506,-34.5738896549158,10
4444,"treatment",-58.4086536924629,-34.5975059604423,8
4445,"control",-58.3641280580021,-34.6370537127036,2
4446,"treatment",-58.4725256250708,-34.5994514278043,1
4447,"control",-58.4766684558017,-34.5835704118311,3
4448,"treatment",-58.409472566828,-34.5801922936363,10
4449,"control",-58.4498543631536,-34.61212035933,6
4450,"treatment",-58.4712095647455,-34.6695979159798,1
4451,"treatment",-58.4976483423557,-34.6594352431595,1
4452,"treatment",-58.4810846887956,-34.6577803281519,3
4453,"control",-58.4842835434662,-34.6144943090179,6
4454,"treatment",-58.4448754003943,-34.6543847059094,1
4455,"treatment",-58.4110718794895,-34.5908084771178,10
4456,"treatment",-58.3983155419389,-34.5870647613102,9
4457,"treatment",-58.5156656980594,-34.6218180877878,3
4458,"treatment",-58.3806012074617,-34.5918543840335,10
4459,"treatment",-58.41011903917,-34.5975098887512,10
4460,"treatment",-58.4768261192945,-34.5904396531091,3
4461,"treatment",-58.4951637863136,-34.5985822991393,8
4462,"control",-58.5159132809865,-34.6418438119721,4
4463,"treatment",-58.527828556837,-34.6279908561558,5
4464,"treatment",-58.4317750034652,-34.6606379085667,2
4465,"treatment",-58.4135978994317,-34.6067482451061,3
4466,"treatment",-58.4493636968487,-34.6016071334915,6
4467,"treatment",-58.4585329637512,-34.6169199933478,5
4468,"control",-58.4150556726478,-34.6058714535436,6
4469,"treatment",-58.4828988019874,-34.6862711932455,2
4470,"control",-58.4542665114707,-34.5572361867941,10
4471,"control",-58.4805582371037,-34.5610384439555,6
4472,"treatment",-58.4084430248466,-34.5876381259965,9
4473,"treatment",-58.4977338412583,-34.6199000124557,4
4474,"treatment",-58.5102470367196,-34.6438078968079,3
4475,"treatment",-58.4099053114974,-34.6105231178535,5
4476,"control",-58.3776060081059,-34.6115964672848,7
4477,"control",-58.4750461704449,-34.5885733552632,2
4478,"control",-58.4898796819751,-34.630404396323,5
4479,"treatment",-58.4725954342218,-34.6047367314655,4
4480,"treatment",-58.4311829675161,-34.5920084705924,8
4481,"control",-58.45339599422,-34.5958913062638,1
4482,"treatment",-58.4166218994431,-34.6038254843432,5
4483,"control",-58.4348237115897,-34.5920959185335,6
4484,"treatment",-58.4883841988174,-34.6776193696857,1
4485,"control",-58.4391704284278,-34.6026381041718,7
4486,"control",-58.463298899442,-34.6878053216149,1
4487,"treatment",-58.4871290672915,-34.6558246723421,2
4488,"control",-58.4641154210969,-34.6454728113566,2
4489,"treatment",-58.3596996936176,-34.6341210716457,1
4490,"treatment",-58.3811040674402,-34.6190841039807,7
4491,"control",-58.3809130138494,-34.6241980608904,3
4492,"control",-58.4436532082971,-34.6605766195584,1
4493,"treatment",-58.4959385186875,-34.5876101858457,4
4494,"control",-58.4842274448542,-34.5494979532059,5
4495,"control",-58.4664003155645,-34.6124707969912,4
4496,"treatment",-58.5021629554473,-34.6263667717739,4
4497,"control",-58.4338366068015,-34.6234929024658,8
4498,"treatment",-58.482094058933,-34.5443465275691,3
4499,"treatment",-58.4354568021445,-34.6588094897913,1
4500,"control",-58.3840297829054,-34.5922389893951,10
4501,"control",-58.4059201246754,-34.6125993561122,3
4502,"treatment",-58.3743558106481,-34.5818390036312,2
4503,"control",-58.4131305995458,-34.582591228129,9
4504,"control",-58.4690137496534,-34.6724586724777,2
4505,"control",-58.4710975142397,-34.6444798277356,2
4506,"treatment",-58.4484547986288,-34.5872253061927,6
4507,"treatment",-58.41646886135,-34.6348644296121,2
4508,"treatment",-58.4693502316483,-34.6277685776849,5
4509,"control",-58.4738878048743,-34.6899099622663,3
4510,"treatment",-58.4720672336682,-34.6306535370686,1
4511,"treatment",-58.471586977382,-34.6336292300841,5
4513,"treatment",-58.4727091931775,-34.5933764639023,2
4514,"treatment",-58.4747450645428,-34.5694442709085,7
4515,"treatment",-58.3948300748577,-34.6003622052608,10
4516,"control",-58.5090604800005,-34.6030518415314,7
4517,"control",-58.4681669217545,-34.5392502904584,9
4518,"control",-58.5039591696851,-34.6641746501179,2
4519,"control",-58.4846932760318,-34.571614753167,6
4520,"control",-58.493208393323,-34.6692822492723,1
4521,"control",-58.5175762453244,-34.6532244779712,4
4522,"treatment",-58.4479310061263,-34.5764144057909,7
4523,"control",-58.4447680104427,-34.5758481888202,7
4524,"control",-58.4457270120893,-34.605740609619,7
4525,"control",-58.4800734035747,-34.6733936793319,2
4526,"treatment",-58.376369027997,-34.6477531435433,2
4527,"control",-58.406268282295,-34.653298921329,1
4528,"treatment",-58.4254532117899,-34.6426508067263,2
4529,"treatment",-58.5269166582352,-34.615288885322,4
4530,"control",-58.4666405466432,-34.6086679546281,5
4531,"control",-58.4698590085973,-34.6771849119146,1
4532,"treatment",-58.400041671046,-34.599826883314,8
4533,"treatment",-58.4319233912775,-34.6324725321001,5
4534,"treatment",-58.4430751035263,-34.6123999100911,7
4535,"control",-58.3746442006941,-34.6259253133155,6
4536,"control",-58.5093448191198,-34.5850649040911,5
4537,"treatment",-58.4005860362193,-34.6575749629658,1
4538,"control",-58.4670669112725,-34.6872798002424,2
4539,"control",-58.4273647302613,-34.6220396508002,8
4540,"treatment",-58.4619044103039,-34.5496578981154,9
4541,"treatment",-58.4059251002969,-34.618865713601,2
4542,"treatment",-58.4378473442835,-34.6433379644442,1
4543,"control",-58.42017572013,-34.603673063677,8
4544,"control",-58.4005771520151,-34.6083103944707,7
4545,"control",-58.3975152534071,-34.615427428036,5
4546,"control",-58.4510610289922,-34.5486977898051,8
4547,"treatment",-58.4063652163183,-34.6561460699356,1
4548,"treatment",-58.4654291435202,-34.5995603275717,4
4549,"control",-58.3895124538486,-34.62141616964,3
4550,"control",-58.4125382234077,-34.6327802862999,2
4551,"treatment",-58.4875353799074,-34.5978859699584,7
4552,"treatment",-58.3916249969382,-34.59188667041,10
4553,"treatment",-58.4775002662208,-34.6764379982327,2
4554,"control",-58.4592715247596,-34.6430367096535,4
4555,"treatment",-58.3622678304689,-34.6341608147495,2
4556,"control",-58.4642879422685,-34.686412659883,1
4557,"control",-58.4889016363616,-34.6327038920825,4
4558,"control",-58.5214939086069,-34.6265646972315,5
4559,"treatment",-58.5014622287058,-34.6650089003817,1
4560,"treatment",-58.5019036823681,-34.6587434297473,2
4561,"control",-58.4545777613641,-34.6440284868313,1
4562,"treatment",-58.4452332395776,-34.6530279197838,1
4563,"treatment",-58.4254816175982,-34.6529717801465,2
4564,"control",-58.458194558767,-34.5745500365019,6
4565,"control",-58.5171428240492,-34.6015749265462,7
4566,"control",-58.4860055842445,-34.6523678642558,3
4567,"control",-58.4869527895127,-34.6749375178604,1
4568,"treatment",-58.43493093247,-34.5782178406143,10
4569,"treatment",-58.3803455267743,-34.5984774386285,8
4570,"treatment",-58.506052010622,-34.6505912305611,3
4571,"treatment",-58.5000910166153,-34.588941471596,5
4572,"treatment",-58.4742254700867,-34.5857343843378,7
4573,"treatment",-58.5158289046236,-34.6117177018578,5
4574,"control",-58.4305613765722,-34.6118004916075,7
4575,"control",-58.4058562366685,-34.5986313539799,6
4576,"treatment",-58.4404476717624,-34.5843082072799,8
4577,"treatment",-58.3886532416545,-34.5946736126541,9
4578,"treatment",-58.496925406448,-34.6669110200655,1
4579,"treatment",-58.5052782464044,-34.5920361429743,6
4580,"treatment",-58.4197157641867,-34.5880042375132,9
4581,"control",-58.4794921635424,-34.6116853117771,4
4582,"treatment",-58.4972596891929,-34.5642513496054,3
4583,"control",-58.4606269461695,-34.6874548288215,1
4584,"treatment",-58.428887359721,-34.6307126797451,4
4585,"treatment",-58.3965750433046,-34.6388006479293,1
4586,"treatment",-58.4485705433384,-34.6295355968683,9
4587,"treatment",-58.5095023136216,-34.5734211853088,3
4588,"control",-58.469322281044,-34.6024863851147,3
4589,"control",-58.3791070105775,-34.6321215066669,3
4590,"control",-58.4157762832144,-34.6286951088517,4
4591,"control",-58.4535638977773,-34.5536524516271,7
4592,"treatment",-58.5094546353013,-34.5761749389353,5
4593,"control",-58.444823848686,-34.5956773295819,5
4594,"treatment",-58.4306629647689,-34.6110912646553,7
4595,"treatment",-58.4889301171343,-34.5810150484427,7
4596,"control",-58.4838915626547,-34.5473347495306,4
4597,"treatment",-58.4074778609099,-34.6546181938256,1
4598,"control",-58.3795000126385,-34.6016147550767,3
4599,"treatment",-58.5007118368064,-34.6477857201567,4
4600,"treatment",-58.4436057218824,-34.6433620507243,1
4601,"treatment",-58.4304962307846,-34.5848553750173,7
4602,"control",-58.4837558344752,-34.6668724528265,1
4603,"treatment",-58.4829237278905,-34.5467494331697,4
4604,"control",-58.5212197572216,-34.6256817427202,7
4605,"control",-58.3783771057098,-34.5956725953942,10
4606,"control",-58.4607186665553,-34.5782060326218,6
4607,"treatment",-58.4287428505939,-34.5677750760238,NA
4608,"treatment",-58.4925002910157,-34.6607363452403,1
4609,"treatment",-58.3644121284053,-34.6432299855524,1
4610,"treatment",-58.5197999781536,-34.6256514668543,3
4611,"control",-58.4852593242158,-34.6622153125739,1
4612,"control",-58.4902624356644,-34.6523483946964,3
4613,"control",-58.5153775373611,-34.643637723006,5
4614,"control",-58.3895215287143,-34.609003599574,6
4615,"treatment",-58.4222397480911,-34.5717124528822,10
4616,"treatment",-58.4433948160496,-34.5790211956647,8
4617,"treatment",-58.4828910061314,-34.6617906860103,2
4618,"treatment",-58.4810618845294,-34.5450446146987,3
4619,"control",-58.4955105653588,-34.5811805239179,3
4620,"treatment",-58.5160667380054,-34.6103505686226,5
4621,"control",-58.4061249902559,-34.6076191065089,4
4622,"control",-58.4682829025137,-34.6286386517923,3
4623,"control",-58.4280109767469,-34.6360523359498,3
4624,"treatment",-58.462018272757,-34.6092330180074,3
4625,"control",-58.433665743515,-34.6573197343972,1
4626,"treatment",-58.526100477853,-34.6408557414611,3
4627,"treatment",-58.4650816808061,-34.6166863850592,5
4628,"control",-58.4732551652697,-34.6225955246467,3
4629,"treatment",-58.4996755410866,-34.5892491931587,5
4630,"treatment",-58.4215462595073,-34.5862961352503,10
4631,"control",-58.4704799260254,-34.5625430968827,7
4632,"control",-58.4861837072793,-34.6289113285431,3
4633,"control",-58.4471561913637,-34.6582157552554,1
4634,"treatment",-58.3821134035868,-34.6426853202643,1
4635,"control",-58.3717513073954,-34.6174556138485,6
4636,"treatment",-58.4896292193797,-34.6346259374219,3
4637,"treatment",-58.5060490991701,-34.6404482942364,6
4638,"treatment",-58.4000642997799,-34.6582670584727,1
4639,"control",-58.4139930047096,-34.6003099027967,4
4640,"control",-58.3879540262401,-34.6425761936488,1
4641,"treatment",-58.4999040779599,-34.6442463727573,2
4642,"treatment",-58.4624981091544,-34.601479197813,6
4643,"treatment",-58.4694101061705,-34.5667809594916,8
4644,"control",-58.3868087113371,-34.601525572914,7
4645,"control",-58.4975800078924,-34.5883696125296,4
4646,"treatment",-58.4232963128117,-34.6524581130679,2
4647,"control",-58.4036382382144,-34.638585682085,3
4648,"control",-58.4248069516999,-34.6303874627571,4
4649,"treatment",-58.3826239769123,-34.6085481379443,4
4650,"control",-58.4336880758024,-34.5996936879202,7
4651,"treatment",-58.4720315805523,-34.6765451176583,2
4652,"treatment",-58.4316562352985,-34.623376880557,6
4653,"treatment",-58.5053430314158,-34.6152957933944,2
4654,"treatment",-58.4588879029199,-34.6399470872389,2
4655,"control",-58.476051976282,-34.5983526932321,2
4656,"treatment",-58.4724018245377,-34.6802369922668,5
4657,"treatment",-58.4000492816179,-34.6257778684014,4
4658,"control",-58.4986032001324,-34.6557115146294,2
4659,"treatment",-58.424488167443,-34.57779552276,10
4660,"control",-58.4789022691753,-34.6048774282342,5
4661,"treatment",-58.4171474145617,-34.6081792017067,6
4662,"treatment",-58.5232841531022,-34.6043589501488,7
4663,"treatment",-58.4636843947897,-34.5678002243636,9
4664,"treatment",-58.4318559372044,-34.5864724363416,7
4665,"treatment",-58.4410370029333,-34.6179678358867,8
4666,"control",-58.4706739999832,-34.583745394621,5
4667,"control",-58.4329999330069,-34.5658856579815,10
4668,"treatment",-58.4596956587566,-34.6217366946002,6
4669,"control",-58.4757840797286,-34.6431920360983,3
4670,"treatment",-58.4445598595114,-34.5847344617912,5
4671,"treatment",-58.4056563831482,-34.5798269347745,10
4672,"control",-58.4472046752303,-34.59246263376,8
4673,"control",-58.4756367611622,-34.6340437182652,2
4674,"treatment",-58.4244580416673,-34.654664817383,1
4675,"treatment",-58.4707860504489,-34.5986493247807,1
4676,"control",-58.4440739451387,-34.6473593530526,1
4677,"control",-58.4774748700646,-34.6367244487108,6
4678,"treatment",-58.412965420511,-34.6331182364509,2
4679,"control",-58.5095278377953,-34.6627001280722,1
4680,"control",-58.441763689549,-34.5530683213598,10
4681,"control",-58.4357979703372,-34.636921406481,3
4683,"treatment",-58.4853407191788,-34.5748208142284,4
4684,"treatment",-58.4390569160359,-34.5995978325384,8
4685,"treatment",-58.4728339536,-34.5642588883327,10
4686,"control",-58.45123026393,-34.6079891849136,6
4687,"control",-58.4142363242974,-34.5957643608695,9
4688,"treatment",-58.3887853584602,-34.6287006425529,1
4689,"control",-58.5071478035941,-34.6069977794493,5
4690,"treatment",-58.4636927871503,-34.6211408180473,4
4691,"control",-58.4207300345397,-34.6574635675902,1
4692,"control",-58.4556066253752,-34.6095890954438,5
4693,"treatment",-58.4110453175726,-34.5776653523022,10
4694,"treatment",-58.4493281751212,-34.617805605482,7
4695,"treatment",-58.5143524385854,-34.6370828578433,3
4696,"control",-58.4873710327847,-34.557210815682,6
4697,"treatment",-58.4671777434864,-34.6372258415113,4
4698,"treatment",-58.4781021642421,-34.5718856422126,7
4699,"control",-58.3918240886146,-34.6302615501399,4
4700,"control",-58.4418151161294,-34.6471149751222,1
4701,"control",-58.4376902930267,-34.6447345869747,2
4702,"control",-58.4177067123381,-34.591198225375,9
4703,"control",-58.4609834441402,-34.545320084055,8
4704,"control",-58.4065047011853,-34.6412830554042,2
4705,"treatment",-58.4401402484643,-34.5874146061114,4
4706,"treatment",-58.509536463276,-34.5773239208698,5
4707,"treatment",-58.5085807759547,-34.5944733187102,6
4708,"treatment",-58.504917414103,-34.6524122597596,1
4709,"control",-58.5039434666101,-34.6476119193591,3
4710,"control",-58.4749502510094,-34.6305275368019,1
4711,"control",-58.4965550494543,-34.6025247865404,5
4712,"treatment",-58.4512307080981,-34.5904606163782,5
4713,"control",-58.3614426910385,-34.6446744278157,1
4714,"treatment",-58.4108661983702,-34.5792072078869,10
4715,"treatment",-58.3856956728213,-34.6064631146812,7
4716,"control",-58.4429952357423,-34.5765045474335,8
4717,"control",-58.4608872695128,-34.6489739365697,1
4718,"treatment",-58.4888923178214,-34.6515646417325,3
4719,"control",-58.4614906665411,-34.5710540417821,9
4720,"control",-58.5059247682277,-34.6352895744794,5
4721,"treatment",-58.508306420464,-34.6486432913919,4
4722,"control",-58.4826345019995,-34.5836795106265,6
4723,"control",-58.4734377409007,-34.5497197070917,7
4724,"control",-58.4354419852787,-34.5936650895205,5
4725,"treatment",-58.4806081334151,-34.653562929805,2
4726,"treatment",-58.4926359355625,-34.6155159131582,4
4727,"treatment",-58.4624816173078,-34.5519970480393,8
4728,"control",-58.4990440235802,-34.65021183514,2
4729,"control",-58.4929552520345,-34.5965575564138,8
4730,"treatment",-58.4526418109601,-34.6197746599456,7
4731,"treatment",-58.45490382403,-34.6284752019099,8
4732,"control",-58.3739886767221,-34.5898532863219,1
4733,"treatment",-58.4567591291151,-34.6205103625629,9
4734,"control",-58.4876397367705,-34.649436891051,2
4735,"control",-58.4984051876945,-34.6582305964693,2
4736,"control",-58.3963830616079,-34.6412594392066,1
4737,"treatment",-58.4919722566037,-34.6361987024702,3
4738,"control",-58.4210490030373,-34.5890576020084,9
4739,"control",-58.5089053687084,-34.6500862524499,4
4740,"control",-58.4812324705119,-34.6143623108412,5
4741,"treatment",-58.4792257050775,-34.6659790615617,2
4742,"treatment",-58.4538955583334,-34.5513784409943,9
4743,"control",-58.5239082169081,-34.6234669417591,4
4744,"control",-58.3900381951445,-34.6232478792105,2
4745,"control",-58.4944845470653,-34.6051020858418,5
4746,"control",-58.3857206752539,-34.6316309978729,2
4747,"treatment",-58.4813667519749,-34.5764866315134,9
4748,"treatment",-58.4859366412774,-34.6085183162686,6
4749,"control",-58.44625473938,-34.6611053325179,1
4750,"treatment",-58.4381022177391,-34.5677419914663,10
4751,"treatment",-58.4974976849842,-34.6320992208773,5
4753,"treatment",-58.3857871015362,-34.6012593288373,4
4754,"control",-58.3750628571934,-34.6408461752299,7
4755,"treatment",-58.4300099245344,-34.6649667137204,2
4756,"treatment",-58.4179260833691,-34.584554483397,10
4757,"control",-58.4197377191641,-34.6466053960669,2
4758,"treatment",-58.4783539791262,-34.5763649682396,5
4759,"control",-58.4756135649382,-34.6360134034383,6
4760,"control",-58.4739891229103,-34.6696804274331,2
4761,"control",-58.3811533130703,-34.6201142912015,7
4762,"control",-58.5159486400638,-34.5975385666099,9
4763,"control",-58.4299061223597,-34.56860404456,10
4764,"control",-58.4102100433408,-34.604988362387,5
4765,"control",-58.5066394754684,-34.5805276869026,5
4766,"treatment",-58.4118019238119,-34.6538927214879,1
4767,"treatment",-58.4642889756776,-34.5523678413321,8
