O,D,distance_m,duration_s
152,62,8760,4129
152,63,7477,2857
152,64,6328,2740
152,65,8867,3615
152,66,10518,4368
152,67,6547,3010
152,68,8757,3306
152,69,7599,3526
152,70,6709,2132
152,71,NA,NA
152,72,16707,5629
152,73,6275,2708
152,74,6133,2171
152,75,7262,3298
152,76,11114,4837
152,77,10144,4521
152,78,9103,4309
152,79,7955,3145
152,80,7296,2920
152,81,5731,2573
152,82,10408,5301
152,83,8694,4208
152,84,7146,3410
152,85,5425,2540
152,86,11843,5714
152,87,6760,3243
152,88,9784,4619
152,89,9742,4417
152,90,6463,2513
152,91,4520,1969
152,92,5881,2751
152,93,9512,3934
152,94,8438,3861
152,95,3966,1643
152,96,6311,2552
152,97,10952,5444
152,98,16287,5592
152,99,4765,1857
152,100,4870,2027
152,101,9802,3964
152,102,3638,1772
152,103,12466,5400
152,104,13266,5036
152,105,9229,4473
152,106,12161,5093
152,107,5424,2997
152,108,8130,3207
152,109,5524,2205
152,110,3516,1478
152,111,4727,2391
152,112,5287,2653
152,113,9087,4136
152,114,6812,3617
152,115,13372,5690
152,116,6576,2866
152,117,11317,4490
152,118,14914,5676
152,119,3730,1781
152,120,5068,2313
152,121,3422,1525
152,122,10814,4612
152,123,5045,2670
152,124,2404,1140
152,125,8076,3655
152,126,11995,5080
152,127,11114,4518
152,128,5128,2507
152,129,13512,6120
152,130,7900,3534
152,131,3359,1376
152,132,6320,3269
152,133,3715,2130
152,134,10393,4317
152,135,11892,4733
152,136,13536,5176
152,137,1401,768
152,138,6989,3110
152,139,4386,2275
152,140,11021,4731
152,141,5390,2820
152,142,9624,4106
152,143,8609,3651
152,144,2124,1075
152,145,10485,4767
152,146,12714,4762
152,147,2160,975
152,148,4065,1849
152,149,5046,2519
152,150,6086,2710
152,151,6723,3110
152,153,12689,5282
152,154,3346,1718
152,155,12003,5049
152,156,8666,4006
152,157,11419,4466
152,158,5943,3022
152,159,1540,865
152,160,4825,2250
152,161,7421,3578
152,162,2372,1106
152,163,4453,1700
152,164,7715,3577
152,165,4274,2070
152,166,1460,825
152,167,7009,3136
152,168,8563,3888
152,169,6615,3052
152,170,3052,1743
152,171,10487,4270
152,172,9438,3964
152,173,11565,4848
152,174,2042,927
152,175,6002,2228
152,176,3798,1592
152,177,3159,1305
152,178,8530,3470
152,179,4514,2205
152,180,3284,1662
152,181,9760,4258
152,182,4276,2198
152,183,5863,2720
152,184,3493,1647
152,185,6405,2793
152,186,7223,2715
152,187,9873,3737
152,188,5159,2106
152,189,6723,2975
152,190,5396,2654
152,191,7673,3144
152,192,5365,2173
152,193,5496,2624
152,194,8571,3459
152,195,7964,3294
152,196,6112,2138
152,197,6418,2868
152,198,5139,2111
152,199,5786,2213
152,200,6622,2742
153,1,NA,NA
153,2,20389,5632
153,3,21166,5839
153,4,20257,5492
153,5,19885,5640
153,6,19749,6622
153,7,18199,4790
153,8,16681,4567
153,9,16823,4673
153,10,20410,6044
153,11,18757,4988
153,12,13725,3935
153,13,19245,5048
153,14,17707,4839
153,15,16854,4111
153,16,15393,3614
153,17,13352,3891
153,18,15581,3755
153,19,18310,4695
153,20,12473,2991
153,21,19728,4803
153,22,18966,5961
153,23,12252,3459
153,24,11549,4241
153,25,17484,4559
153,26,12055,3503
153,27,13312,3578
153,28,13652,4430
153,29,19001,5923
153,30,10993,4254
153,31,13017,3403
153,32,13939,3732
153,33,15987,4152
153,34,10433,3147
153,35,10015,3287
153,36,17641,4800
153,37,19581,6033
153,38,14304,4095
153,39,15242,4032
153,40,11867,5196
153,41,14790,4334
153,42,9883,4038
153,43,12528,3396
153,44,10199,3400
153,45,16949,4329
153,46,12128,5384
153,47,14020,3785
153,48,13705,3986
153,49,8450,2761
153,50,19104,5103
153,51,13920,4461
153,52,17643,4368
153,53,11813,3236
153,54,7668,3084
153,55,9031,3675
153,56,11256,3323
153,57,12125,3802
153,58,14936,4893
153,59,8629,3621
153,60,11613,5076
153,61,9255,3093
153,62,18731,5919
153,63,6710,2844
153,64,11184,3279
153,65,7974,3639
153,66,9714,3434
153,67,10239,3142
153,68,6377,2822
153,69,13134,5750
153,70,10387,4552
153,71,NA,NA
153,72,15451,4386
153,73,10403,3288
153,74,7935,3376
153,75,11968,5236
153,76,18875,5915
153,77,20239,5692
153,78,5904,3044
153,79,5937,2603
153,80,14225,6024
153,81,7819,3228
153,82,23208,6933
153,83,22272,6135
153,84,15844,5171
153,85,10573,4484
153,86,5784,2917
153,87,18794,7032
153,88,5145,2307
153,89,21777,8206
153,90,8313,2922
153,91,9010,3610
153,92,11679,5133
153,93,4938,2309
153,94,20472,7650
153,95,10712,4336
153,96,13674,5745
153,97,25097,8102
153,98,20286,6542
153,99,7368,3265
153,100,12523,5227
153,101,3839,1916
153,102,9467,3971
153,103,4398,1869
153,104,4986,2550
153,105,23220,7628
153,106,25901,8679
153,107,19234,7165
153,108,5332,1302
153,109,5653,2568
153,110,8330,3701
153,111,12378,4793
153,112,15170,6065
153,113,21426,7765
153,114,18724,7391
153,115,3422,1511
153,116,4908,2280
153,117,4497,1946
153,118,4834,2638
153,119,13854,5289
153,120,7367,3530
153,121,11081,4252
153,122,21029,8160
153,123,16413,6513
153,124,11007,4509
153,125,4664,2252
153,126,23908,7773
153,127,2395,1417
153,128,6093,2573
153,129,25851,10349
153,130,3066,1350
153,131,9335,3756
153,132,18130,7095
153,133,15749,6048
153,134,23558,7833
153,135,2397,1049
153,136,3319,1941
153,137,12425,4453
153,138,4951,2374
153,139,7793,3272
153,140,21636,6844
153,141,15928,6530
153,142,20813,7311
153,143,23716,5777
153,144,12931,5031
153,145,1314,755
153,146,2552,1449
153,147,9047,3744
153,148,13939,5683
153,149,5534,2545
153,150,19147,6321
153,151,4382,2087
153,152,11575,4508
153,154,8491,3618
153,155,22050,6818
153,156,1866,1163
153,157,1699,807
153,158,4684,2313
153,159,14161,4960
153,160,16275,6444
153,161,2590,1418
153,162,9516,4131
153,163,16776,5405
153,164,19499,6930
153,165,6119,2975
153,166,11915,5069
153,167,17703,5929
153,168,18741,5883
153,169,3789,2100
153,170,8545,3752
153,171,1177,852
153,172,2467,1523
153,173,2118,1421
153,174,11699,4826
153,175,16899,5581
153,176,10570,4659
153,177,15780,5400
153,178,18171,6516
153,179,5654,2691
153,180,10490,4366
153,181,19637,6126
153,182,8166,3679
153,183,6496,2991
153,184,12600,5140
153,185,15739,5096
153,186,17209,6106
153,187,18108,5628
153,188,9078,3866
153,189,4856,2344
153,190,8549,3031
153,191,15287,5402
153,192,11384,4728
153,193,9620,3347
153,194,16848,5421
153,195,14859,4747
153,196,13767,4741
153,197,15412,5525
153,198,12677,4591
153,199,12326,4334
153,200,10911,3734
154,1,NA,NA
154,2,15177,5683
154,3,15954,5890
154,4,16157,5393
154,5,14346,5678
154,6,15615,6488
154,7,14866,5487
154,8,12680,4419
154,9,13614,4656
154,10,16409,6063
154,11,15027,5320
154,12,15122,5254
154,13,15771,5443
154,14,13607,4785
154,15,13310,4771
154,16,11293,3610
154,17,12276,4122
154,18,11526,4072
154,19,14541,5228
154,20,12801,4413
154,21,16519,5925
154,22,14680,5421
154,23,10659,3540
154,24,11103,3966
154,25,13078,4756
154,26,9685,3246
154,27,13117,4672
154,28,11527,4202
154,29,15176,5712
154,30,11016,3880
154,31,15715,5050
154,32,10102,3560
154,33,11946,3616
154,34,8982,3148
154,35,9705,3579
154,36,13600,4264
154,37,15756,5822
154,38,10018,3555
154,39,11173,3999
154,40,12512,5019
154,41,10739,3808
154,42,10306,4182
154,43,7854,3052
154,44,8625,3554
154,45,12908,3793
154,46,12773,5207
154,47,15232,4996
154,48,8989,3655
154,49,10360,3757
154,50,10412,4153
154,51,8899,3339
154,52,13602,3832
154,53,6806,2267
154,54,8272,3237
154,55,9962,4202
154,56,8072,3131
154,57,7104,2680
154,58,9915,3771
154,59,6760,2589
154,60,7105,2941
154,61,9651,4074
154,62,9771,4075
154,63,7070,2905
154,64,5933,2102
154,65,8459,3663
154,66,10110,4415
154,67,6166,2373
154,68,8357,3224
154,69,7771,3274
154,70,6027,2365
154,71,NA,NA
154,72,16663,5597
154,73,5106,2012
154,74,5726,2219
154,75,6566,2816
154,76,12169,4873
154,77,10664,4548
154,78,8252,3919
154,79,7005,3164
154,80,8823,3604
154,81,5350,1934
154,82,14990,6328
154,83,10093,4572
154,84,7237,3377
154,85,5481,2314
154,86,10992,5329
154,87,8421,4070
154,88,8933,4234
154,89,13656,5840
154,90,5879,2714
154,91,4139,1330
154,92,6960,2941
154,93,7198,3342
154,94,11417,4848
154,95,5423,2425
154,96,7377,3387
154,97,15534,6471
154,98,13359,5758
154,99,4358,1905
154,100,6226,2869
154,101,7391,3425
154,102,3372,1286
154,103,8873,4349
154,104,12866,4954
154,105,13467,5762
154,106,16785,7244
154,107,10170,4466
154,108,5729,2670
154,109,4385,1974
154,110,2899,1256
154,111,5161,2268
154,112,6556,3024
154,113,14930,5135
154,114,11447,5005
154,115,9812,4748
154,116,4171,2113
154,117,8906,3951
154,118,13219,4508
154,119,5070,2307
154,120,4711,2287
154,121,3635,1733
154,122,14334,5688
154,123,9718,4041
154,124,3708,1679
154,125,5296,2388
154,126,20431,7228
154,127,8863,3597
154,128,2348,1240
154,129,16771,7410
154,130,5143,2384
154,131,1801,996
154,132,11436,4623
154,133,6757,3284
154,134,13376,5247
154,135,9770,4177
154,136,12588,3992
154,137,2751,1291
154,138,4210,1843
154,139,2179,963
154,140,12463,5257
154,141,9233,4058
154,142,12596,5036
154,143,11591,4581
154,144,6024,2667
154,145,7042,3380
154,146,11018,3614
154,147,1748,914
154,148,7037,2963
154,149,1835,1178
154,150,10205,4112
154,151,3943,1843
154,152,3290,1830
154,153,7654,3413
154,155,17214,5617
154,156,6227,2688
154,157,10229,3424
154,158,5581,2285
154,159,6257,2327
154,160,8944,3650
154,161,5361,2405
154,162,1462,851
154,163,7424,2813
154,164,14530,5254
154,165,2664,1367
154,166,3323,1914
154,167,9969,4249
154,168,13905,4682
154,169,5005,2349
154,170,1473,590
154,171,6494,2832
154,172,7313,2790
154,173,9954,4146
154,174,6276,2579
154,175,9362,3630
154,176,2015,934
154,177,7876,2767
154,178,13325,4813
154,179,2903,1503
154,180,3777,1732
154,181,14802,4925
154,182,2561,1129
154,183,3972,1478
154,184,7000,2990
154,185,11088,3853
154,186,11003,4243
154,187,12678,4290
154,188,3611,1475
154,189,5112,2272
154,190,3640,1734
154,191,10442,3699
154,192,4139,1732
154,193,4654,1877
154,194,12083,4627
154,195,10193,3671
154,196,8921,3038
154,197,10407,4402
154,198,5158,2185
154,199,6692,2673
154,200,5491,2013
155,1,NA,NA
155,2,19736,6464
155,3,20513,6671
155,4,18981,5872
155,5,19233,6472
155,6,21901,8418
155,7,17802,5567
155,8,19555,6550
155,9,20606,6996
155,10,20307,6271
155,11,18105,5820
155,12,22780,7042
155,13,13524,5757
155,14,16182,5076
155,15,16504,5929
155,16,19281,6011
155,17,18294,5602
155,18,17437,4461
155,19,16982,5361
155,20,21269,6225
155,21,17689,5578
155,22,17523,5496
155,23,17311,5403
155,24,20124,5912
155,25,11851,4597
155,26,17270,5287
155,27,20554,6754
155,28,14299,4265
155,29,11808,5301
155,30,18308,5065
155,31,21280,6805
155,32,15798,4500
155,33,14095,4362
155,34,16523,5072
155,35,17798,4756
155,36,12562,4628
155,37,16818,5839
155,38,13591,3681
155,39,13762,3970
155,40,25368,8712
155,41,11501,4606
155,42,18865,5391
155,43,15206,4281
155,44,16400,4536
155,45,10506,4252
155,46,26233,9126
155,47,22240,7476
155,48,12629,4958
155,49,17828,4898
155,50,10509,3809
155,51,13880,3865
155,52,8597,3431
155,53,15991,5171
155,54,19381,5369
155,55,20148,6048
155,56,17541,5307
155,57,12837,5081
155,58,9211,3819
155,59,18204,7046
155,60,11245,4286
155,61,22489,6771
155,62,8032,3368
155,63,19527,5158
155,64,16950,5004
155,65,20858,6198
155,66,22948,7112
155,67,18497,5646
155,68,21206,5871
155,69,11743,4806
155,70,14248,4738
155,71,NA,NA
155,72,23671,8077
155,73,15637,5972
155,74,17135,6287
155,75,10412,4101
155,76,9067,4114
155,77,9531,3407
155,78,22675,6315
155,79,20831,5604
155,80,8650,4055
155,81,16794,6392
155,82,7674,3013
155,83,6911,3053
155,84,9563,3875
155,85,13372,4907
155,86,28657,9410
155,87,6939,3093
155,88,23470,6876
155,89,8730,3303
155,90,20571,5619
155,91,15639,5857
155,92,12441,4430
155,93,21621,5572
155,94,5553,2389
155,95,13320,5045
155,96,10006,4085
155,97,6390,2489
155,98,10285,4887
155,99,16848,6542
155,100,8840,3666
155,101,22300,5563
155,102,14970,6172
155,103,25407,6965
155,104,26747,7860
155,105,4615,2324
155,106,3386,2032
155,107,6751,2615
155,108,19450,7520
155,109,20921,5358
155,110,14476,5648
155,111,11821,4307
155,112,7609,3023
155,113,3607,1743
155,114,6119,2943
155,115,25423,8879
155,116,22655,5945
155,117,24513,6305
155,118,24417,8042
155,119,10709,4051
155,120,16452,7030
155,121,13269,5358
155,122,5998,2510
155,123,8084,3172
155,124,11791,4761
155,125,21933,6603
155,126,1426,648
155,127,23562,6142
155,128,16556,6520
155,129,4735,3209
155,130,19827,7312
155,131,14679,5689
155,132,4891,2262
155,133,9506,3577
155,134,2631,1226
155,135,24373,6211
155,136,23862,7617
155,137,12550,5027
155,138,18683,6690
155,139,15814,6289
155,140,1169,517
155,141,7495,3012
155,142,3842,1593
155,143,4305,1931
155,144,10700,4294
155,145,22325,7364
155,146,22527,7277
155,147,13481,5288
155,148,9284,3866
155,149,17479,6231
155,150,5890,2235
155,151,23737,5862
155,152,12084,4883
155,153,21187,6891
155,154,16401,5610
155,156,21997,7225
155,157,20694,6600
155,158,18543,7209
155,159,10505,4492
155,160,6825,2770
155,161,18536,6943
155,162,13377,5510
155,163,9167,3700
155,164,4794,1944
155,165,16580,6017
155,166,12187,5324
155,167,6286,2910
155,168,4011,1633
155,169,18179,6035
155,170,15413,5403
155,171,19732,6715
155,172,18224,5875
155,173,20490,6740
155,174,10350,4310
155,175,8071,3409
155,176,14027,5547
155,177,10313,4300
155,178,6282,2814
155,179,17563,6108
155,180,12761,5300
155,181,2748,1162
155,182,15063,5493
155,183,15637,5225
155,184,11133,4620
155,185,8178,3718
155,186,6439,2927
155,187,5520,2338
155,188,13555,4865
155,189,16849,5516
155,190,14333,4861
155,191,7846,3424
155,192,12008,4857
155,193,13219,4658
155,194,6849,2764
155,195,7666,2978
155,196,9068,3335
155,197,10515,4361
155,198,11658,4636
155,199,10399,3752
155,200,11991,4240
156,1,NA,NA
156,2,19856,5062
156,3,20633,5269
156,4,19157,4981
156,5,17380,5164
156,6,18480,6086
156,7,17877,4794
156,8,15582,3947
156,9,15724,4053
156,10,19631,5523
156,11,18224,4418
156,12,13192,3336
156,13,18781,4943
156,14,16559,4195
156,15,16321,3541
156,16,14294,2994
156,17,13631,3587
156,18,15048,3185
156,19,17654,4568
156,20,11940,2392
156,21,19195,4233
156,22,17867,5341
156,23,13377,2929
156,24,12611,2880
156,25,15739,4118
156,26,12951,2920
156,27,12779,2979
156,28,14865,3953
156,29,17902,5303
156,30,13354,3363
156,31,15949,3671
156,32,12840,3112
156,33,14888,3581
156,34,10712,2843
156,35,10428,4030
156,36,16542,4229
156,37,18482,5413
156,38,13205,3475
156,39,14143,3461
156,40,14728,4754
156,41,13691,3854
156,42,9762,3799
156,43,11429,2776
156,44,11093,2882
156,45,15850,3758
156,46,11200,4084
156,47,13487,3215
156,48,12606,3469
156,49,8729,2457
156,50,18020,4556
156,51,12651,3785
156,52,16544,3797
156,53,10714,2616
156,54,8221,2919
156,55,9447,3671
156,56,10157,2703
156,57,10856,3126
156,58,14048,4432
156,59,9037,3461
156,60,11939,4817
156,61,7974,2622
156,62,17632,5339
156,63,6967,2175
156,64,10085,2659
156,65,6794,1988
156,66,8433,2963
156,67,9140,2522
156,68,6786,2561
156,69,13179,5322
156,70,11384,3221
156,71,NA,NA
156,72,14918,3816
156,73,9304,2668
156,74,8907,3354
156,75,11973,4789
156,76,17775,4786
156,77,18576,5752
156,78,6309,2806
156,79,6345,2334
156,80,13115,5363
156,81,8146,2999
156,82,21544,6993
156,83,19500,6083
156,84,14745,4511
156,85,11473,4231
156,86,6256,3470
156,87,19142,6952
156,88,4865,2806
156,89,19778,6360
156,90,7214,2302
156,91,9177,3480
156,92,12496,4689
156,93,5346,2041
156,94,20070,6134
156,95,10252,3345
156,96,12404,5207
156,97,22088,7136
156,98,19187,5922
156,99,7181,2282
156,100,11253,4689
156,101,4247,1648
156,102,9779,3783
156,103,4847,2681
156,104,7132,3463
156,105,22121,7048
156,106,23339,7909
156,107,17806,6706
156,108,4051,1161
156,109,6294,2458
156,110,8351,3279
156,111,9946,4086
156,112,12810,5333
156,113,22354,7016
156,114,16574,6811
156,115,5151,2495
156,116,3795,1572
156,117,3238,1880
156,118,7019,3361
156,119,11099,4601
156,120,8114,3432
156,121,8662,3553
156,122,19428,7374
156,123,14813,5727
156,124,9737,3973
156,125,2661,1027
156,126,22693,7792
156,127,2263,1426
156,128,4824,2036
156,129,28854,8142
156,130,1824,1287
156,131,7480,3173
156,132,16530,6309
156,133,13938,5679
156,134,20713,7173
156,135,3013,1491
156,136,5192,2511
156,137,8780,3585
156,138,2596,1207
156,139,6111,2720
156,140,24705,5925
156,141,14328,5744
156,142,23632,5659
156,143,22617,5206
156,144,9912,4129
156,145,1908,896
156,146,4425,2019
156,147,7777,3208
156,148,12339,4897
156,149,4264,2009
156,150,15630,6328
156,151,3113,1551
156,152,8535,3380
156,153,1614,1129
156,154,7936,3449
156,155,20317,6459
156,157,2736,1525
156,158,2434,1279
156,159,12892,4420
156,160,14369,5868
156,161,1110,805
156,162,6944,2701
156,163,13453,5107
156,164,17755,6071
156,165,4875,1924
156,166,11936,4647
156,167,16858,5774
156,168,17008,5524
156,169,3259,1348
156,170,5973,2320
156,171,1372,696
156,172,2543,1454
156,173,2892,1479
156,174,10098,4040
156,175,13790,5506
156,176,7998,3234
156,177,14511,4860
156,178,16426,5657
156,179,3927,1492
156,180,8889,3580
156,181,17904,5767
156,182,10888,3110
156,183,4033,1551
156,184,10694,4564
156,185,14006,5037
156,186,15464,5247
156,187,16375,5269
156,188,7477,3080
156,189,4424,1676
156,190,6131,2703
156,191,13543,4543
156,192,9479,4152
156,193,7769,3532
156,194,15115,5062
156,195,13126,4388
156,196,12022,3882
156,197,13305,5155
156,198,10944,4176
156,199,10593,3918
156,200,9178,3316
157,1,NA,NA
157,2,21376,5276
157,3,22153,5483
157,4,21052,6001
157,5,20872,5284
157,6,20314,7167
157,7,18686,5628
157,8,17476,4916
157,9,17618,5022
157,10,20024,6161
157,11,19744,4632
157,12,14805,3594
157,13,20675,5912
157,14,18453,5164
157,15,17841,3755
157,16,16188,3963
157,17,15241,4064
157,18,16568,3399
157,19,19297,4339
157,20,13460,2608
157,21,20715,4379
157,22,20074,4880
157,23,14141,3632
157,24,14006,3125
157,25,17740,5062
157,26,13944,3676
157,27,14299,3195
157,28,17519,4720
157,29,19796,6272
157,30,12930,4406
157,31,12147,3161
157,32,14734,4081
157,33,16782,4543
157,34,12322,3320
157,35,11904,3460
157,36,18436,5191
157,37,20376,6382
157,38,15099,4444
157,39,16037,4423
157,40,16609,4615
157,41,15569,4748
157,42,11900,4336
157,43,13323,3745
157,44,12088,3573
157,45,17744,4720
157,46,17188,5071
157,47,15007,3745
157,48,14664,4306
157,49,10339,2934
157,50,17399,5772
157,51,14715,4730
157,52,18438,4759
157,53,12608,3585
157,54,9743,3360
157,55,11048,3973
157,56,12051,3672
157,57,12920,4071
157,58,15731,5162
157,59,11311,4482
157,60,14004,5703
157,61,8382,3444
157,62,19526,6228
157,63,8679,2829
157,64,12153,4484
157,65,8306,2235
157,66,9945,3613
157,67,11034,3491
157,68,8401,3073
157,69,15260,6212
157,70,12778,5179
157,71,NA,NA
157,72,16438,4346
157,73,11198,3637
157,74,10374,3793
157,75,14054,5676
157,76,19669,5771
157,77,20470,6561
157,78,7931,3366
157,79,7849,2785
157,80,16311,6466
157,81,10210,3885
157,82,23438,7802
157,83,21394,6972
157,84,16639,5560
157,85,12970,5174
157,86,7063,3218
157,87,20848,7882
157,88,6423,2609
157,89,25295,6986
157,90,9108,3271
157,91,10223,3996
157,92,14561,5575
157,93,7136,2397
157,94,24677,6523
157,95,11925,4722
157,96,14469,6094
157,97,23986,7353
157,98,21081,6891
157,99,9759,3922
157,100,13318,5576
157,101,5738,1926
157,102,11844,4669
157,103,5677,2170
157,104,6264,2851
157,105,24819,7084
157,106,24790,7930
157,107,20142,7499
157,108,5563,1481
157,109,8359,3345
157,110,10416,4166
157,111,13591,5176
157,112,16077,6399
157,113,25587,7144
157,114,24695,6963
157,115,4453,1738
157,116,7506,3050
157,117,5776,2247
157,118,4015,2015
157,119,15067,5673
157,120,8580,3911
157,121,12294,4638
157,122,21075,6992
157,123,20646,6665
157,124,12062,4871
157,125,4173,1297
157,126,23673,7197
157,127,5068,2016
157,128,6545,2831
157,129,25565,9048
157,130,4279,1731
157,131,11428,3743
157,132,19499,6186
157,133,16962,6428
157,134,22447,7154
157,135,4316,1644
157,136,3458,1330
157,137,11950,4904
157,138,5141,2543
157,139,8176,3606
157,140,20525,6095
157,141,18094,6365
157,142,19705,6362
157,143,19377,6347
157,144,12902,5416
157,145,2627,1234
157,146,1196,890
157,147,9842,4093
157,148,17049,5221
157,149,6329,2894
157,150,18036,5646
157,151,5177,2436
157,152,11525,4841
157,153,1027,786
157,154,9895,3181
157,155,20938,6069
157,156,3369,1728
157,158,5479,2662
157,159,14956,5306
157,160,15386,5178
157,161,3662,1870
157,162,9934,4162
157,163,15665,4536
157,164,18391,5981
157,165,8087,2899
157,166,11675,5157
157,167,16592,5255
157,168,17629,5134
157,169,4584,2448
157,170,8962,3783
157,171,1972,1201
157,172,3376,1738
157,173,1979,1513
157,174,13277,4590
157,175,15788,4909
157,176,12051,3481
157,177,12514,4437
157,178,17062,5567
157,179,7489,3262
157,180,12218,4222
157,181,18526,5377
157,182,7803,2805
157,183,6261,2090
157,184,11712,3874
157,185,14628,4424
157,186,15772,4981
157,187,16996,4879
157,188,9849,3332
157,189,5273,2375
157,190,7437,2282
157,191,14179,4453
157,192,10496,3462
157,193,8508,2598
157,194,15736,4672
157,195,13747,3998
157,196,12664,3730
157,197,14235,4938
157,198,11565,3842
157,199,11214,3585
157,200,9799,2985
158,1,NA,NA
158,2,17440,4921
158,3,18217,5128
158,4,17086,4184
158,5,15308,4516
158,6,16348,5550
158,7,15665,4135
158,8,13510,3299
158,9,13652,3405
158,10,17729,4831
158,11,15956,4111
158,12,14506,3738
158,13,16709,4295
158,14,14395,3562
158,15,14203,3214
158,16,12222,2346
158,17,13129,2916
158,18,12930,2858
158,19,15582,3920
158,20,13254,2794
158,21,17077,3729
158,22,15795,4693
158,23,11305,2281
158,24,11983,2780
158,25,13668,3430
158,26,10879,2272
158,27,14093,3381
158,28,12793,3305
158,29,15831,4655
158,30,12082,2936
158,31,16691,3652
158,32,10769,2464
158,33,12817,2893
158,34,9851,2191
158,35,11244,2639
158,36,14471,3541
158,37,16411,4765
158,38,11133,2827
158,39,12072,2773
158,40,12253,4298
158,41,11620,3026
158,42,9649,3271
158,43,9358,2128
158,44,9021,2234
158,45,13779,3070
158,46,12514,4486
158,47,14801,3617
158,48,10535,2678
158,49,9191,2408
158,50,15934,3795
158,51,10749,3103
158,52,14473,3109
158,53,8642,1968
158,54,8281,2500
158,55,9234,3145
158,56,8085,2055
158,57,8954,2444
158,58,11976,3784
158,59,7666,2676
158,60,9380,3341
158,61,9288,3024
158,62,15561,4611
158,63,7428,2126
158,64,8013,2011
158,65,8108,2390
158,66,9747,3365
158,67,7069,1874
158,68,7357,2196
158,69,12897,3914
158,70,9312,2521
158,71,NA,NA
158,72,16232,4218
158,73,7233,2020
158,74,6570,2502
158,75,9548,3611
158,76,15706,4767
158,77,17069,4384
158,78,6978,2707
158,79,6989,1935
158,80,13482,4035
158,81,5962,1579
158,82,20038,5625
158,83,16287,4615
158,84,12673,3811
158,85,9149,2768
158,86,8753,4369
158,87,17460,5390
158,88,6215,3118
158,89,18272,4992
158,90,5142,1654
158,91,6532,2032
158,92,9937,3403
158,93,5910,1983
158,94,17999,5406
158,95,8180,2697
158,96,14334,4450
158,97,20582,5768
158,98,17116,5274
158,99,5109,1634
158,100,10677,4264
158,101,5280,2473
158,102,7179,2275
158,103,7345,3581
158,104,9629,4363
158,105,20050,6320
158,106,21833,6541
158,107,14060,6061
158,108,5365,1563
158,109,3752,1187
158,110,5777,2226
158,111,7954,3580
158,112,17036,3776
158,113,18173,6777
158,114,14421,6110
158,115,8029,3900
158,116,3446,1386
158,117,4630,2176
158,118,9808,4096
158,119,8363,3826
158,120,5072,2147
158,121,8548,2613
158,122,17276,6433
158,123,12660,4786
158,124,7001,3198
158,125,3975,1429
158,126,20106,7433
158,127,3644,1671
158,128,3377,1586
158,129,26783,7634
158,130,2318,1012
158,131,4919,2448
158,132,14378,5368
158,133,11786,4738
158,134,17556,6728
158,135,5243,2504
158,136,6919,3207
158,137,6000,2744
158,138,2705,1313
158,139,2956,1694
158,140,22634,5237
158,141,12175,4803
158,142,21561,4971
158,143,20546,4518
158,144,7010,3493
158,145,4293,2120
158,146,6278,2846
158,147,5041,2433
158,148,10186,3956
158,149,1356,1006
158,150,13835,5580
158,151,1365,682
158,152,5575,2681
158,153,4535,2381
158,154,5529,2272
158,155,19130,6804
158,156,3085,1643
158,157,5250,2643
158,159,8902,3543
158,160,12573,5120
158,161,1623,911
158,162,3983,2002
158,163,10302,4148
158,164,15346,6138
158,165,1431,807
158,166,5725,2997
158,167,12828,5348
158,168,16131,5535
158,169,2261,1035
158,170,3012,1623
158,171,3288,1847
158,172,2690,1252
158,173,4823,2564
158,174,7946,3099
158,175,11645,4867
158,176,5039,2705
158,177,9716,3966
158,178,14322,5755
158,179,1901,964
158,180,6737,2639
158,181,16718,6112
158,182,3034,1477
158,183,2897,1357
158,184,8899,3816
158,185,12132,4895
158,186,13450,5385
158,187,14909,5180
158,188,5325,2139
158,189,2567,1489
158,190,3979,1762
158,191,12680,4567
158,192,6884,2925
158,193,5973,2784
158,194,13828,4954
158,195,11939,4733
158,196,11159,3906
158,197,11892,5391
158,198,9732,4097
158,199,9549,4143
158,200,7522,3253
159,1,NA,NA
159,2,19336,5552
159,3,20113,5759
159,4,16191,4968
159,5,16278,5536
159,6,17625,6506
159,7,14530,4484
159,8,13953,4867
159,9,14887,5104
159,10,20036,5443
159,11,17705,4908
159,12,15409,5303
159,13,17869,4659
159,14,14547,4527
159,15,13103,3899
159,16,13720,3504
159,17,12942,3531
159,18,12525,3759
159,19,16742,4284
159,20,14343,5923
159,21,18827,4944
159,22,17186,4716
159,23,11964,3416
159,24,13016,4393
159,25,12120,5034
159,26,10870,3684
159,27,15583,4874
159,28,14010,3097
159,29,16752,4568
159,30,11682,3663
159,31,16991,4715
159,32,10069,2617
159,33,11780,2886
159,34,9889,2768
159,35,10533,3058
159,36,13555,3997
159,37,17332,4678
159,38,9956,2801
159,39,11120,3038
159,40,13633,5051
159,41,10897,2939
159,42,10708,4224
159,43,8600,1923
159,44,10251,4309
159,45,10632,4537
159,46,13894,5239
159,47,16505,5470
159,48,9812,2591
159,49,9920,3277
159,50,11220,4399
159,51,8873,3734
159,52,13436,3102
159,53,7990,2707
159,54,8888,3300
159,55,10292,4098
159,56,9206,3852
159,57,7652,3544
159,58,9543,3891
159,59,7943,3209
159,60,7706,3052
159,61,10779,3977
159,62,10379,4172
159,63,8197,2807
159,64,7117,2542
159,65,9587,3565
159,66,11238,4318
159,67,8199,3498
159,68,9478,3256
159,69,7620,3447
